song_name,genre,speaker_id,dry_weight,weight0,weight1,weight2,water_loss1,water_loss2,total_water_loss,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,zero_crossing_rate_mean,zero_crossing_rate_var,chroma_stft_mean,chroma_stft_var,rolloff_mean,rolloff_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
blues.00017.wav,blues,1,2.135,2.9667,2.9507,2.9452,0.016,0.0055,0.0215,0.0932984,0.0021504147,1088.96011,231797.7612,1410.874024,69783.20184,0.04835174844,0.0008451388222,0.30153275,0.09321529,2135.312088,1081875.641,-1.25E-05,0.006756192,-7.68E-05,0.0015365419,172.265625,-245.66675,5194.897,140.4706,800.67035,-2.7736087,795.6596,60.40783,360.77255,18.930449,235.0637,9.820716,99.768135,3.581917,118.60566,0.5202968,93.332214,-16.37292,129.03723,6.6225357,105.29102,7.271575,96.78065,-4.0231442,71.334366,1.6083852,72.96683,5.901413,78.66171,-3.016254,56.04231,-4.778433,58.373802,-3.0383444,65.59022,-2.0010784,64.92719,-0.05823763,62.884396,-3.9700568,64.75236
blues.00017.wav,blues,2,1.6397,2.4057,2.3861,2.3721,0.0196,0.014,0.0336,0.0932984,0.0021504147,1088.96011,231797.7612,1410.874024,69783.20184,0.04835174844,0.0008451388222,0.30153275,0.09321529,2135.312088,1081875.641,-1.25E-05,0.006756192,-7.68E-05,0.0015365419,172.265625,-245.66675,5194.897,140.4706,800.67035,-2.7736087,795.6596,60.40783,360.77255,18.930449,235.0637,9.820716,99.768135,3.581917,118.60566,0.5202968,93.332214,-16.37292,129.03723,6.6225357,105.29102,7.271575,96.78065,-4.0231442,71.334366,1.6083852,72.96683,5.901413,78.66171,-3.016254,56.04231,-4.778433,58.373802,-3.0383444,65.59022,-2.0010784,64.92719,-0.05823763,62.884396,-3.9700568,64.75236
blues.00018.wav,blues,1,1.9039,2.6645,2.6496,2.6356,0.0149,0.014,0.0289,0.079681985,0.0029569983,1537.612318,193289.6056,2054.176403,145539.0113,0.05616802771,0.001722197445,0.2700332,0.097685695,3495.503863,1829548.855,-4.37E-05,0.006878618,-0.00020071979,0.0010923593,83.35433468,-252.47874,2880.3315,104.939095,604.2098,15.308258,662.0493,42.678223,162.45554,6.762996,92.89991,21.618198,117.24196,-1.3055887,73.45205,5.688303,100.53662,-16.62977,125.507065,12.16162,123.48334,-1.967525,52.097584,1.9614288,64.80927,-0.89260304,48.670643,7.768211,71.51465,2.3864086,101.94074,1.7828683,93.1103,1.3415602,131.92996,3.631707,181.90836,4.913684,151.73752,-2.651862,96.492645
blues.00018.wav,blues,2,2.0998,2.874,2.8553,2.8394,0.0187,0.0159,0.0346,0.079681985,0.0029569983,1537.612318,193289.6056,2054.176403,145539.0113,0.05616802771,0.001722197445,0.2700332,0.097685695,3495.503863,1829548.855,-4.37E-05,0.006878618,-0.00020071979,0.0010923593,83.35433468,-252.47874,2880.3315,104.939095,604.2098,15.308258,662.0493,42.678223,162.45554,6.762996,92.89991,21.618198,117.24196,-1.3055887,73.45205,5.688303,100.53662,-16.62977,125.507065,12.16162,123.48334,-1.967525,52.097584,1.9614288,64.80927,-0.89260304,48.670643,7.768211,71.51465,2.3864086,101.94074,1.7828683,93.1103,1.3415602,131.92996,3.631707,181.90836,4.913684,151.73752,-2.651862,96.492645
blues.00019.wav,blues,1,1.7643,2.4656,2.4573,2.4434,0.0083,0.0139,0.0222,0.097652726,0.0025782448,1195.50541,249730.9436,1481.041639,46917.82111,0.05890818498,0.001800265885,0.25738248,0.09604613,2235.569815,1208826.512,-2.63E-05,0.006590427,-0.00016622088,0.0025854895,123.046875,-236.67386,5582.649,138.39708,536.4785,-4.926369,1167.8748,47.650642,311.25092,5.150424,466.55786,8.888578,91.729706,0.48435852,97.996864,-3.7952764,158.89221,-14.971087,77.17918,10.436872,104.5227,-0.35126182,134.3702,0.7869724,80.49471,1.7850988,77.96012,4.2343216,73.68832,-0.47190067,63.341694,-6.1081333,80.79954,-5.3890743,95.52705,-1.3443993,92.68507,-3.727515,72.64554,-4.366366,66.8414
blues.00019.wav,blues,2,1.7751,2.4789,2.4688,2.4554,0.0101,0.0134,0.0235,0.097652726,0.0025782448,1195.50541,249730.9436,1481.041639,46917.82111,0.05890818498,0.001800265885,0.25738248,0.09604613,2235.569815,1208826.512,-2.63E-05,0.006590427,-0.00016622088,0.0025854895,123.046875,-236.67386,5582.649,138.39708,536.4785,-4.926369,1167.8748,47.650642,311.25092,5.150424,466.55786,8.888578,91.729706,0.48435852,97.996864,-3.7952764,158.89221,-14.971087,77.17918,10.436872,104.5227,-0.35126182,134.3702,0.7869724,80.49471,1.7850988,77.96012,4.2343216,73.68832,-0.47190067,63.341694,-6.1081333,80.79954,-5.3890743,95.52705,-1.3443993,92.68507,-3.727515,72.64554,-4.366366,66.8414
blues.00020.wav,blues,1,2.0639,2.8447,2.8201,2.804,0.0246,0.0161,0.0407,0.07542326,0.0024880443,1390.290978,103064.7479,1911.132109,88682.53232,0.05259454213,0.0006155063568,0.3025864,0.09434409,3005.93599,946313.7285,-6.23E-06,0.0045152307,-8.92E-05,0.0015102164,135.9991776,-230.32022,2990.7988,127.09627,397.46103,7.10209,599.9903,39.75895,176.59776,1.9334736,115.80094,17.414839,100.34681,-5.6109886,80.383705,8.24708,69.36408,-18.102623,59.970783,13.843846,72.66785,-3.760354,71.60135,2.5694351,74.5733,-4.319253,62.614883,6.793026,62.335224,-6.1643453,60.69148,-6.2078686,49.67414,-4.5162373,52.792202,-1.8455225,72.632256,-0.5221349,94.47208,1.509242,73.86176
blues.00020.wav,blues,2,2.1694,2.98,2.964,2.9512,0.016,0.0128,0.0288,0.07542326,0.0024880443,1390.290978,103064.7479,1911.132109,88682.53232,0.05259454213,0.0006155063568,0.3025864,0.09434409,3005.93599,946313.7285,-6.23E-06,0.0045152307,-8.92E-05,0.0015102164,135.9991776,-230.32022,2990.7988,127.09627,397.46103,7.10209,599.9903,39.75895,176.59776,1.9334736,115.80094,17.414839,100.34681,-5.6109886,80.383705,8.24708,69.36408,-18.102623,59.970783,13.843846,72.66785,-3.760354,71.60135,2.5694351,74.5733,-4.319253,62.614883,6.793026,62.335224,-6.1643453,60.69148,-6.2078686,49.67414,-4.5162373,52.792202,-1.8455225,72.632256,-0.5221349,94.47208,1.509242,73.86176
blues.00021.wav,blues,1,1.9286,2.6863,2.6617,2.6508,0.0246,0.0109,0.0355,0.10113384,0.0032310213,1046.780162,291645.3465,1480.666192,70091.19681,0.04794320972,0.00233153385,0.320854,0.10315649,1831.251427,1349220.528,-8.20E-06,0.008323404,-7.68E-05,0.002212478,99.38401442,-264.657,6345.2935,138.85587,1002.2324,11.15688,1284.3079,48.537582,371.2222,14.895331,248.1995,20.582327,130.10098,3.2064416,120.05694,1.2616104,104.49378,-15.845528,95.39697,15.98282,85.24928,3.360505,79.2168,-1.5126795,71.920845,1.892656,70.01352,6.3103714,68.53621,-0.9962843,82.21992,-2.4171803,89.57183,-3.6815856,93.95178,0.5015435,119.270584,5.0497437,117.786545,-0.78669864,148.60031
blues.00021.wav,blues,2,2.0778,2.8942,2.8752,2.8542,0.019,0.021,0.04,0.10113384,0.0032310213,1046.780162,291645.3465,1480.666192,70091.19681,0.04794320972,0.00233153385,0.320854,0.10315649,1831.251427,1349220.528,-8.20E-06,0.008323404,-7.68E-05,0.002212478,99.38401442,-264.657,6345.2935,138.85587,1002.2324,11.15688,1284.3079,48.537582,371.2222,14.895331,248.1995,20.582327,130.10098,3.2064416,120.05694,1.2616104,104.49378,-15.845528,95.39697,15.98282,85.24928,3.360505,79.2168,-1.5126795,71.920845,1.892656,70.01352,6.3103714,68.53621,-0.9962843,82.21992,-2.4171803,89.57183,-3.6815856,93.95178,0.5015435,119.270584,5.0497437,117.786545,-0.78669864,148.60031
blues.00022.wav,blues,1,1.8111,2.6339,2.6166,2.606,0.0173,0.0106,0.0279,0.11344669,0.003685405,1156.187033,314207.3124,1497.5769,59003.06065,0.05861926005,0.00286775587,0.30650312,0.09803677,2170.574375,1330657.273,-7.21E-06,0.009843483,-5.18E-05,0.003197938,95.703125,-233.8256,6490.966,136.19284,960.0296,3.2580707,1161.545,48.920723,384.70792,8.680425,304.2557,13.974819,165.43007,5.3673706,105.88368,0.39174634,127.74723,-13.512027,151.32741,16.858408,82.73153,5.1364427,114.47824,-2.235211,77.281136,3.9668703,65.91539,5.319088,83.31021,0.8103145,101.077644,-1.0963032,80.34212,-4.5436482,78.6867,-2.4376845,100.34111,3.3157418,119.308464,-0.6172339,143.39922
blues.00022.wav,blues,2,1.932,2.7535,2.7358,2.7236,0.0177,0.0122,0.0299,0.11344669,0.003685405,1156.187033,314207.3124,1497.5769,59003.06065,0.05861926005,0.00286775587,0.30650312,0.09803677,2170.574375,1330657.273,-7.21E-06,0.009843483,-5.18E-05,0.003197938,95.703125,-233.8256,6490.966,136.19284,960.0296,3.2580707,1161.545,48.920723,384.70792,8.680425,304.2557,13.974819,165.43007,5.3673706,105.88368,0.39174634,127.74723,-13.512027,151.32741,16.858408,82.73153,5.1364427,114.47824,-2.235211,77.281136,3.9668703,65.91539,5.319088,83.31021,0.8103145,101.077644,-1.0963032,80.34212,-4.5436482,78.6867,-2.4376845,100.34111,3.3157418,119.308464,-0.6172339,143.39922
blues.00023.wav,blues,1,1.9303,2.6345,2.6215,2.6089,0.013,0.0126,0.0256,0.10195221,0.0035637212,1210.31288,131808.0567,1497.886141,51637.37056,0.05249533638,0.001087489486,0.28075618,0.09116807,2522.351414,610344.9845,-2.38E-05,0.00868874,-0.000116317206,0.0021129886,184.5703125,-227.25716,4150.447,137.7517,506.84433,-14.495791,1246.1035,63.563625,210.57664,5.621636,152.87888,11.9823065,93.672005,1.8927683,101.69364,-1.867017,87.364,-7.611238,97.40216,-2.4507315,97.72973,-2.8874629,104.07936,-9.4292145,87.84887,-10.921134,115.367584,3.565082,68.987946,4.139508,77.047104,0.0927434,45.27912,-2.9750552,66.8449,-1.3795688,82.55421,7.5381775,93.49758,-3.041409,74.12012
blues.00023.wav,blues,2,2.0506,2.8357,2.822,2.8044,0.0137,0.0176,0.0313,0.10195221,0.0035637212,1210.31288,131808.0567,1497.886141,51637.37056,0.05249533638,0.001087489486,0.28075618,0.09116807,2522.351414,610344.9845,-2.38E-05,0.00868874,-0.000116317206,0.0021129886,184.5703125,-227.25716,4150.447,137.7517,506.84433,-14.495791,1246.1035,63.563625,210.57664,5.621636,152.87888,11.9823065,93.672005,1.8927683,101.69364,-1.867017,87.364,-7.611238,97.40216,-2.4507315,97.72973,-2.8874629,104.07936,-9.4292145,87.84887,-10.921134,115.367584,3.565082,68.987946,4.139508,77.047104,0.0927434,45.27912,-2.9750552,66.8449,-1.3795688,82.55421,7.5381775,93.49758,-3.041409,74.12012
blues.00024.wav,blues,1,1.9127,2.64,2.6255,2.612,0.0145,0.0135,0.028,0.08696446,0.0025120748,1120.355047,176425.0379,1447.841198,53814.04352,0.04730715914,0.001078497225,0.2630465,0.09997354,2324.915108,1139278.056,-6.76E-06,0.0065514767,-9.84E-05,0.0017159934,103.359375,-274.29703,5917.093,130.41455,500.58987,-6.386241,1342.7288,70.40544,311.35797,13.270118,230.54042,9.45831,155.47624,7.725404,121.47535,-1.2480549,150.23299,-0.57539606,94.16168,-2.3036404,68.89469,3.7827363,76.81012,0.08140009,73.60811,-0.9408015,126.74175,2.2969165,63.181416,4.2902017,69.652016,-1.6592765,47.896694,-10.4434,49.089664,-6.797061,39.422844,-1.0680103,44.249527,-1.5975236,83.469246
blues.00024.wav,blues,2,1.9899,2.7773,2.7571,2.7439,0.0202,0.0132,0.0334,0.08696446,0.0025120748,1120.355047,176425.0379,1447.841198,53814.04352,0.04730715914,0.001078497225,0.2630465,0.09997354,2324.915108,1139278.056,-6.76E-06,0.0065514767,-9.84E-05,0.0017159934,103.359375,-274.29703,5917.093,130.41455,500.58987,-6.386241,1342.7288,70.40544,311.35797,13.270118,230.54042,9.45831,155.47624,7.725404,121.47535,-1.2480549,150.23299,-0.57539606,94.16168,-2.3036404,68.89469,3.7827363,76.81012,0.08140009,73.60811,-0.9408015,126.74175,2.2969165,63.181416,4.2902017,69.652016,-1.6592765,47.896694,-10.4434,49.089664,-6.797061,39.422844,-1.0680103,44.249527,-1.5975236,83.469246
blues.00025.wav,blues,1,1.6913,2.3543,2.3415,2.3337,0.0128,0.0078,0.0206,0.0891982,0.003116059,1109.932357,138770.1852,1463.905318,38047.55109,0.05173797135,0.001338939985,0.2910214,0.09108276,2243.998931,839229.103,-7.60E-06,0.006748922,-3.93E-06,0.001714741,92.28515625,-249.24863,3986.455,130.97919,338.3079,0.68557334,1580.0496,66.67131,298.68008,17.898026,183.46628,4.626602,173.27315,6.596061,96.44384,1.2497023,98.32388,1.4165927,75.73061,-1.575764,91.675285,-0.96015936,101.15457,-3.5703623,85.16671,-2.9312549,86.29992,4.5952244,62.478855,7.4801664,91.712425,-0.18293549,100.588036,-2.8282409,87.36373,-2.6833503,77.20709,0.7442347,75.949524,-0.53587013,67.65804
blues.00025.wav,blues,2,1.8619,2.6008,2.5833,2.5716,0.0175,0.0117,0.0292,0.0891982,0.003116059,1109.932357,138770.1852,1463.905318,38047.55109,0.05173797135,0.001338939985,0.2910214,0.09108276,2243.998931,839229.103,-7.60E-06,0.006748922,-3.93E-06,0.001714741,92.28515625,-249.24863,3986.455,130.97919,338.3079,0.68557334,1580.0496,66.67131,298.68008,17.898026,183.46628,4.626602,173.27315,6.596061,96.44384,1.2497023,98.32388,1.4165927,75.73061,-1.575764,91.675285,-0.96015936,101.15457,-3.5703623,85.16671,-2.9312549,86.29992,4.5952244,62.478855,7.4801664,91.712425,-0.18293549,100.588036,-2.8282409,87.36373,-2.6833503,77.20709,0.7442347,75.949524,-0.53587013,67.65804
blues.00026.wav,blues,1,2.2293,3.0968,3.0796,3.0675,0.0172,0.0121,0.0293,0.07703927,0.0059214183,1199.210435,161989.9329,1573.427195,84172.62805,0.05199911868,0.001486863322,0.27858463,0.09504103,2479.872505,992425.8387,-3.21E-05,0.008410115,-6.18E-05,0.0019206714,83.35433468,-284.5583,6205.487,108.81455,676.3138,9.070408,1445.4138,51.207237,296.638,18.06915,210.83713,7.5910234,181.94775,8.759811,121.623764,2.346298,103.18091,-0.009713566,93.551,2.2432272,106.19075,4.2019815,84.33526,-3.2887473,97.770065,1.6139711,68.56797,2.6737669,74.123085,3.3371596,91.48771,3.2723498,115.57699,-4.548481,137.3113,0.4836334,105.83867,5.932611,140.50247,3.229195,169.6772
blues.00026.wav,blues,2,2.1263,2.9339,2.9159,2.903,0.018,0.0129,0.0309,0.07703927,0.0059214183,1199.210435,161989.9329,1573.427195,84172.62805,0.05199911868,0.001486863322,0.27858463,0.09504103,2479.872505,992425.8387,-3.21E-05,0.008410115,-6.18E-05,0.0019206714,83.35433468,-284.5583,6205.487,108.81455,676.3138,9.070408,1445.4138,51.207237,296.638,18.06915,210.83713,7.5910234,181.94775,8.759811,121.623764,2.346298,103.18091,-0.009713566,93.551,2.2432272,106.19075,4.2019815,84.33526,-3.2887473,97.770065,1.6139711,68.56797,2.6737669,74.123085,3.3371596,91.48771,3.2723498,115.57699,-4.548481,137.3113,0.4836334,105.83867,5.932611,140.50247,3.229195,169.6772
blues.00027.wav,blues,1,2.2537,2.9665,2.9518,2.9429,0.0147,0.0089,0.0236,0.0957641,0.0021941303,1391.836897,200531.0886,1495.050343,43571.45684,0.07241811841,0.002546097008,0.28868556,0.094155304,2811.262167,541592.3137,-1.39E-05,0.007737524,-8.84E-05,0.0015322954,92.28515625,-228.19829,2818.0964,130.32036,690.2971,-23.292461,927.4375,70.17405,396.91577,1.1421279,181.80559,7.589032,154.07019,0.91599125,100.105736,1.9798554,88.51366,-6.1697917,61.885357,-9.394973,85.99609,-2.5601473,107.89207,-4.5189347,58.94797,-0.26202774,67.84389,0.18412276,57.041107,-1.503952,79.17132,1.4594492,80.455826,-6.97417,65.00564,-8.324526,91.88166,4.231073,119.79148,0.989323,132.04771
blues.00027.wav,blues,2,2.0471,2.6809,2.6633,2.6537,0.0176,0.0096,0.0272,0.0957641,0.0021941303,1391.836897,200531.0886,1495.050343,43571.45684,0.07241811841,0.002546097008,0.28868556,0.094155304,2811.262167,541592.3137,-1.39E-05,0.007737524,-8.84E-05,0.0015322954,92.28515625,-228.19829,2818.0964,130.32036,690.2971,-23.292461,927.4375,70.17405,396.91577,1.1421279,181.80559,7.589032,154.07019,0.91599125,100.105736,1.9798554,88.51366,-6.1697917,61.885357,-9.394973,85.99609,-2.5601473,107.89207,-4.5189347,58.94797,-0.26202774,67.84389,0.18412276,57.041107,-1.503952,79.17132,1.4594492,80.455826,-6.97417,65.00564,-8.324526,91.88166,4.231073,119.79148,0.989323,132.04771
blues.00028.wav,blues,1,1.9483,2.6953,2.6797,2.6663,0.0156,0.0134,0.029,0.09963158,0.0041067824,1115.695808,105668.4279,1398.513171,52815.12949,0.0480577215,0.0008186548824,0.2761141,0.09890098,2290.223651,638400.8792,-1.99E-06,0.008066325,-2.93E-05,0.0027583013,103.359375,-248.94263,4969.9224,139.07143,398.05502,-16.296442,1166.7552,57.100014,328.55005,20.196096,158.29189,10.193862,133.419,4.5386314,126.37118,0.33070663,118.361046,-7.8763576,69.84728,-3.4423487,68.42243,-2.6432054,79.30884,-2.827902,66.71217,-0.90098834,95.46172,-2.3989372,54.961834,2.5627434,62.267796,-5.8584795,46.44821,-12.399925,55.892246,-7.312876,37.56588,-0.95008427,48.71664,-2.6879168,86.72642
blues.00028.wav,blues,2,1.9309,2.6228,2.6045,2.5954,0.0183,0.0091,0.0274,0.09963158,0.0041067824,1115.695808,105668.4279,1398.513171,52815.12949,0.0480577215,0.0008186548824,0.2761141,0.09890098,2290.223651,638400.8792,-1.99E-06,0.008066325,-2.93E-05,0.0027583013,103.359375,-248.94263,4969.9224,139.07143,398.05502,-16.296442,1166.7552,57.100014,328.55005,20.196096,158.29189,10.193862,133.419,4.5386314,126.37118,0.33070663,118.361046,-7.8763576,69.84728,-3.4423487,68.42243,-2.6432054,79.30884,-2.827902,66.71217,-0.90098834,95.46172,-2.3989372,54.961834,2.5627434,62.267796,-5.8584795,46.44821,-12.399925,55.892246,-7.312876,37.56588,-0.95008427,48.71664,-2.6879168,86.72642
blues.00029.wav,blues,1,2.1768,3.0049,2.9775,2.9666,0.0274,0.0109,0.0383,0.124730505,0.004811608,1649.057322,712713.6185,2190.169644,185347.788,0.0529348651,0.003248306006,0.2802091,0.105546035,3761.093924,4162068.855,-5.72E-07,0.016771838,-3.14E-06,0.0013208375,129.1992188,-233.7112,3687.9883,101.18568,886.1167,17.66936,375.13504,23.740942,219.37036,2.0910895,227.75177,25.945246,135.6443,-16.954716,339.42236,15.098751,113.45714,-22.269054,98.46153,4.3905597,122.62678,-23.203197,167.45619,-6.051941,81.75532,-5.0635924,80.93335,1.0659263,99.97775,-5.7830815,88.884735,-8.311302,84.25357,-11.390116,98.27631,-6.730774,96.63377,-10.0201645,74.02379,-14.030509,77.922104
blues.00029.wav,blues,2,2.1263,2.9513,2.9277,2.9172,0.0236,0.0105,0.0341,0.124730505,0.004811608,1649.057322,712713.6185,2190.169644,185347.788,0.0529348651,0.003248306006,0.2802091,0.105546035,3761.093924,4162068.855,-5.72E-07,0.016771838,-3.14E-06,0.0013208375,129.1992188,-233.7112,3687.9883,101.18568,886.1167,17.66936,375.13504,23.740942,219.37036,2.0910895,227.75177,25.945246,135.6443,-16.954716,339.42236,15.098751,113.45714,-22.269054,98.46153,4.3905597,122.62678,-23.203197,167.45619,-6.051941,81.75532,-5.0635924,80.93335,1.0659263,99.97775,-5.7830815,88.884735,-8.311302,84.25357,-11.390116,98.27631,-6.730774,96.63377,-10.0201645,74.02379,-14.030509,77.922104
blues.00030.wav,blues,1,1.691,2.3251,2.3075,2.2961,0.0176,0.0114,0.029,0.17006382,0.0031912294,1379.094498,551348.1452,2003.77594,269782.1136,0.03939148516,0.0009460831188,0.26308694,0.09436908,3015.515099,4576467.738,8.94E-07,0.027224647,6.13E-06,0.0015373552,151.9990809,-206.91498,2023.3564,117.79435,764.0512,23.247763,281.4653,28.295101,261.35196,-1.1242076,194.98428,18.861649,161.001,-21.964584,212.01239,17.849092,137.359,-25.58572,200.26047,2.1328557,103.04685,-17.785065,73.18233,-8.013648,60.42603,-17.612417,72.829956,-8.135331,85.67151,-8.6422615,115.529724,-15.527316,85.81849,-15.31603,78.11856,-9.660362,97.34933,-10.094641,55.316975,-17.836103,90.968025
blues.00030.wav,blues,2,1.946,2.6882,2.6698,2.6657,0.0184,0.0041,0.0225,0.17006382,0.0031912294,1379.094498,551348.1452,2003.77594,269782.1136,0.03939148516,0.0009460831188,0.26308694,0.09436908,3015.515099,4576467.738,8.94E-07,0.027224647,6.13E-06,0.0015373552,151.9990809,-206.91498,2023.3564,117.79435,764.0512,23.247763,281.4653,28.295101,261.35196,-1.1242076,194.98428,18.861649,161.001,-21.964584,212.01239,17.849092,137.359,-25.58572,200.26047,2.1328557,103.04685,-17.785065,73.18233,-8.013648,60.42603,-17.612417,72.829956,-8.135331,85.67151,-8.6422615,115.529724,-15.527316,85.81849,-15.31603,78.11856,-9.660362,97.34933,-10.094641,55.316975,-17.836103,90.968025
blues.00031.wav,blues,1,1.4242,2.1981,2.182,2.1719,0.0161,0.0101,0.0262,0.15155363,0.003191404,1331.008737,352144.7002,1973.687192,234403.6835,0.04297989884,0.001095451037,0.25362512,0.09932559,2899.803299,3706900.025,6.40E-08,0.023259625,9.47E-07,0.00085047993,151.9990809,-221.80362,2512.0654,110.84212,586.2272,18.623312,189.98186,30.91319,180.61488,3.3019032,221.46718,22.580894,100.65161,-20.41564,318.28766,12.117365,114.64815,-26.339214,108.92183,-4.366301,102.21274,-26.409763,128.36009,-13.045079,107.63754,-12.645169,146.25818,-1.8236555,95.13073,-7.253268,110.796585,-6.65885,109.10582,-14.678729,103.37991,-11.722201,115.83755,-11.024827,118.58352,-13.3892565,98.61564
blues.00031.wav,blues,2,1.597,2.419,2.3965,2.3889,0.0225,0.0076,0.0301,0.15155363,0.003191404,1331.008737,352144.7002,1973.687192,234403.6835,0.04297989884,0.001095451037,0.25362512,0.09932559,2899.803299,3706900.025,6.40E-08,0.023259625,9.47E-07,0.00085047993,151.9990809,-221.80362,2512.0654,110.84212,586.2272,18.623312,189.98186,30.91319,180.61488,3.3019032,221.46718,22.580894,100.65161,-20.41564,318.28766,12.117365,114.64815,-26.339214,108.92183,-4.366301,102.21274,-26.409763,128.36009,-13.045079,107.63754,-12.645169,146.25818,-1.8236555,95.13073,-7.253268,110.796585,-6.65885,109.10582,-14.678729,103.37991,-11.722201,115.83755,-11.024827,118.58352,-13.3892565,98.61564
blues.00032.wav,blues,1,1.6309,2.2338,2.2221,2.212,0.0117,0.0101,0.0218,0.10120569,0.0039411336,1309.782112,756765.2738,1883.180669,284488.3721,0.0394118932,0.003160374446,0.27626187,0.097384125,2766.045774,4690398.452,-6.98E-07,0.012842885,-2.16E-07,0.00044690337,143.5546875,-288.75266,5329.39,105.89459,830.04236,18.776857,434.13483,23.70002,341.74673,5.7163935,380.32886,25.535208,164.48473,-13.465376,228.19524,12.420699,125.85108,-11.93653,195.62654,1.5603307,131.98285,-15.631892,126.27871,-6.64473,81.5632,-11.695386,102.13267,-2.9338741,105.296394,-7.373348,82.02584,-15.699137,54.53501,-10.976155,61.25189,-10.897926,44.842022,-18.500471,55.967045,-19.101894,75.40263
blues.00032.wav,blues,2,2.0276,2.5991,2.5857,2.5653,0.0134,0.0204,0.0338,0.10120569,0.0039411336,1309.782112,756765.2738,1883.180669,284488.3721,0.0394118932,0.003160374446,0.27626187,0.097384125,2766.045774,4690398.452,-6.98E-07,0.012842885,-2.16E-07,0.00044690337,143.5546875,-288.75266,5329.39,105.89459,830.04236,18.776857,434.13483,23.70002,341.74673,5.7163935,380.32886,25.535208,164.48473,-13.465376,228.19524,12.420699,125.85108,-11.93653,195.62654,1.5603307,131.98285,-15.631892,126.27871,-6.64473,81.5632,-11.695386,102.13267,-2.9338741,105.296394,-7.373348,82.02584,-15.699137,54.53501,-10.976155,61.25189,-10.897926,44.842022,-18.500471,55.967045,-19.101894,75.40263
